,Tempo,N_ensaio,Unidade,runinEst,runinOg
0,2.16667819655556,0,a2,0,0
1,2.18334500794444,0,a2,0,0
2,2.20001163877778,0,a2,0,0
3,2.21667843238889,0,a2,0,0
4,2.23334512183333,0,a2,0,0
5,2.25001204905556,0,a2,0,0
6,2.26667868683333,0,a2,0,0
7,2.28334563794444,0,a2,0,0
8,2.30001247072222,0,a2,0,0
9,2.31667900655556,0,a2,0,0
10,2.333345671,0,a2,0,0
11,2.35001238016667,0,a2,0,0
12,2.36667915461111,0,a2,0,0
13,2.38334607711111,0,a2,0,0
14,2.40001289988889,0,a2,0,0
15,2.41667957377778,0,a2,0,0
16,2.43334625266667,0,a2,0,0
17,2.45001324766667,0,a2,0,0
18,2.46668020711111,0,a2,0,0
19,2.48334679266667,0,a2,0,0
20,2.50001347822222,0,a2,0,0
21,2.51668024433333,0,a2,0,0
22,2.53334709044444,0,a2,0,0
23,2.55001371238889,0,a2,0,0
24,2.56668049683333,0,a2,0,0
25,2.58334705683333,0,a2,0,0
26,2.600013791,0,a2,0,0
27,2.61668045516667,0,a2,0,0
28,2.63334741794444,0,a2,0,0
29,2.65001411683333,0,a2,0,0
30,2.66668109433333,0,a2,0,0
31,2.68334761627778,0,a2,0,0
32,2.70001456905556,0,a2,0,0
33,2.716681211,0,a2,0,0
34,2.73334817711111,0,a2,0,0
35,2.75001486211111,0,a2,0,0
36,2.76668180655556,0,a2,0,0
37,2.78334887877778,0,a2,0,0
38,2.800015676,0,a2,0,0
39,2.81668226488889,0,a2,0,0
40,2.83334938711111,0,a2,0,0
41,2.85001597322222,0,a2,0,0
42,2.86668278988889,0,a2,0,0
43,2.88334929822222,0,a2,0,0
44,2.90001623155556,0,a2,0,0
45,2.91668326766667,0,a2,0,0
46,2.93335015933333,0,a2,0,0
47,2.95001682044444,0,a2,0,0
48,2.96668394822222,0,a2,0,0
49,2.98335049544444,0,a2,0,0
50,3.00001733711111,0,a2,0,0
51,3.016684001,0,a2,0,0
52,3.03335068433333,0,a2,0,0
53,3.050017501,0,a2,0,0
54,3.066684376,0,a2,0,0
55,3.08335094266667,0,a2,0,0
56,3.10001773433333,0,a2,0,0
57,3.116684251,0,a2,0,0
58,3.13335141488889,0,a2,0,0
59,3.15001797322222,0,a2,0,0
60,3.166684676,0,a2,0,0
61,3.18335120377778,0,a2,0,0
62,3.20001822322222,0,a2,0,0
63,3.21668483155556,0,a2,0,0
64,3.23335154266667,0,a2,0,0
65,3.25001845377778,0,a2,0,0
66,3.26668512044444,0,a2,0,0
67,3.28335180655556,0,a2,0,0
68,3.30001888711111,0,a2,0,0
69,3.31668555655556,0,a2,0,0
70,3.33335204544444,0,a2,0,0
71,3.35001870933333,0,a2,0,0
72,3.36668539822222,0,a2,0,0
73,3.38335222044444,0,a2,0,0
74,3.40001899822222,0,a2,0,0
75,3.41668591211111,0,a2,0,0
76,3.43335263711111,0,a2,0,0
77,3.45001928988889,0,a2,0,0
78,3.466686376,0,a2,0,0
79,3.48335323433333,0,a2,0,0
80,3.50001995933333,0,a2,0,0
81,3.51668649266667,0,a2,0,0
82,3.533353201,0,a2,0,0
83,3.55002023988889,0,a2,0,0
84,3.56668694266667,0,a2,0,0
85,3.58335358988889,0,a2,0,0
86,3.60002023433333,0,a2,0,0
87,3.61668677322222,0,a2,0,0
88,3.63335362322222,0,a2,0,0
89,3.65002043433333,0,a2,0,0
90,3.66668704266667,0,a2,0,0
91,3.68335383433333,0,a2,0,0
92,3.70002041211111,0,a2,0,0
93,3.71668748155556,0,a2,0,0
94,3.73335442322222,0,a2,0,0
95,3.75002115377778,0,a2,0,0
96,3.76668779822222,0,a2,0,0
97,3.78335468711111,0,a2,0,0
98,3.80002166211111,0,a2,0,0
99,3.81668830933333,0,a2,0,0
100,3.83335478711111,0,a2,0,0
101,3.85002192322222,0,a2,0,0
102,3.86668859266667,0,a2,0,0
103,3.88335527322222,0,a2,0,0
104,3.90002207322222,0,a2,0,0
105,3.91668916488889,0,a2,0,0
106,3.93335597044444,0,a2,0,0
107,3.95002290377778,0,a2,0,0
108,3.966689701,0,a2,0,0
109,3.98335672322222,0,a2,0,0
110,4.00002314266667,0,a2,0,0
111,4.01668997322222,0,a2,0,0
112,4.03335652322222,0,a2,0,0
113,4.05002329822222,0,a2,0,0
114,4.06669013155556,0,a2,0,0
115,4.08335714822222,0,a2,0,0
116,4.10002400377778,0,a2,0,0
117,4.116691076,0,a2,0,0
